# t   MSD
           0   0.000000000000E+00
         100   2.880500000000E+01
         200   6.351000000000E+01
         300   9.610500000000E+01
         400   1.249000000000E+02
         500   1.564800000000E+02
         600   1.958400000000E+02
         700   2.118400000000E+02
         800   2.520550000000E+02
         900   2.751550000000E+02
        1000   3.205350000000E+02
        1100   3.328400000000E+02
        1200   3.733300000000E+02
        1300   3.955300000000E+02
        1400   4.327250000000E+02
        1500   4.811400000000E+02
        1600   5.304250000000E+02
        1700   5.642000000000E+02
        1800   5.897400000000E+02
        1900   6.312200000000E+02
        2000   6.541550000000E+02
        2100   6.855150000000E+02
        2200   7.114250000000E+02
        2300   7.595200000000E+02
        2400   8.084600000000E+02
        2500   8.147700000000E+02
        2600   8.429000000000E+02
        2700   8.887700000000E+02
        2800   9.137050000000E+02
        2900   9.484200000000E+02
        3000   9.781850000000E+02
        3100   1.055620000000E+03
        3200   1.095905000000E+03
        3300   1.105210000000E+03
        3400   1.134880000000E+03
        3500   1.186245000000E+03
        3600   1.200795000000E+03
        3700   1.245980000000E+03
        3800   1.300195000000E+03
        3900   1.301915000000E+03
        4000   1.325415000000E+03
        4100   1.348230000000E+03
        4200   1.370015000000E+03
        4300   1.447580000000E+03
        4400   1.507375000000E+03
        4500   1.523080000000E+03
        4600   1.524830000000E+03
        4700   1.586165000000E+03
        4800   1.601230000000E+03
        4900   1.618385000000E+03
        5000   1.641765000000E+03
        5100   1.646565000000E+03
        5200   1.665530000000E+03
        5300   1.708640000000E+03
        5400   1.707560000000E+03
        5500   1.736040000000E+03
        5600   1.746240000000E+03
        5700   1.773025000000E+03
        5800   1.838380000000E+03
        5900   1.881645000000E+03
        6000   1.914275000000E+03
        6100   1.992160000000E+03
        6200   2.072010000000E+03
        6300   2.063515000000E+03
        6400   2.087220000000E+03
        6500   2.149175000000E+03
        6600   2.198365000000E+03
        6700   2.248645000000E+03
        6800   2.258010000000E+03
        6900   2.303455000000E+03
        7000   2.328875000000E+03
        7100   2.396610000000E+03
        7200   2.379760000000E+03
        7300   2.388745000000E+03
        7400   2.427715000000E+03
        7500   2.508565000000E+03
        7600   2.559505000000E+03
        7700   2.629585000000E+03
        7800   2.632780000000E+03
        7900   2.661445000000E+03
        8000   2.694970000000E+03
        8100   2.693745000000E+03
        8200   2.730585000000E+03
        8300   2.775835000000E+03
        8400   2.811615000000E+03
        8500   2.821520000000E+03
        8600   2.888560000000E+03
        8700   2.937220000000E+03
        8800   2.934255000000E+03
        8900   2.924175000000E+03
        9000   2.963750000000E+03
        9100   2.971990000000E+03
        9200   2.994640000000E+03
        9300   2.991000000000E+03
        9400   3.034910000000E+03
        9500   3.041630000000E+03
        9600   3.110305000000E+03
        9700   3.123480000000E+03
        9800   3.127810000000E+03
        9900   3.146850000000E+03
       10000   3.203685000000E+03
       10100   3.258430000000E+03
       10200   3.246925000000E+03
       10300   3.272045000000E+03
       10400   3.347160000000E+03
       10500   3.399765000000E+03
       10600   3.439560000000E+03
       10700   3.492370000000E+03
       10800   3.506625000000E+03
       10900   3.561590000000E+03
       11000   3.605540000000E+03
       11100   3.638860000000E+03
       11200   3.656435000000E+03
       11300   3.680645000000E+03
       11400   3.658160000000E+03
       11500   3.654770000000E+03
       11600   3.641590000000E+03
       11700   3.612895000000E+03
       11800   3.674920000000E+03
       11900   3.687065000000E+03
       12000   3.709485000000E+03
       12100   3.738375000000E+03
       12200   3.777575000000E+03
       12300   3.789285000000E+03
       12400   3.831505000000E+03
       12500   3.877085000000E+03
       12600   3.903725000000E+03
       12700   3.919840000000E+03
       12800   3.973585000000E+03
       12900   4.078895000000E+03
       13000   4.081935000000E+03
       13100   4.084865000000E+03
       13200   4.150920000000E+03
       13300   4.224200000000E+03
       13400   4.344235000000E+03
       13500   4.335750000000E+03
       13600   4.388865000000E+03
       13700   4.366135000000E+03
       13800   4.402950000000E+03
       13900   4.439685000000E+03
       14000   4.524555000000E+03
       14100   4.506945000000E+03
       14200   4.549680000000E+03
       14300   4.546880000000E+03
       14400   4.664010000000E+03
       14500   4.681690000000E+03
       14600   4.747420000000E+03
       14700   4.743525000000E+03
       14800   4.741875000000E+03
       14900   4.757560000000E+03
       15000   4.773590000000E+03
       15100   4.766225000000E+03
       15200   4.778940000000E+03
       15300   4.746570000000E+03
       15400   4.794575000000E+03
       15500   4.814370000000E+03
       15600   4.869110000000E+03
       15700   4.871655000000E+03
       15800   4.916610000000E+03
       15900   4.902700000000E+03
       16000   4.934185000000E+03
       16100   4.902670000000E+03
       16200   4.928620000000E+03
       16300   4.923055000000E+03
       16400   4.948435000000E+03
       16500   4.965865000000E+03
       16600   4.972065000000E+03
       16700   5.017760000000E+03
       16800   5.088090000000E+03
       16900   5.102510000000E+03
       17000   5.160495000000E+03
       17100   5.129390000000E+03
       17200   5.185000000000E+03
       17300   5.253810000000E+03
       17400   5.289125000000E+03
       17500   5.330370000000E+03
       17600   5.386830000000E+03
       17700   5.457685000000E+03
       17800   5.520000000000E+03
       17900   5.563870000000E+03
       18000   5.657210000000E+03
       18100   5.659770000000E+03
       18200   5.736330000000E+03
       18300   5.727010000000E+03
       18400   5.740400000000E+03
       18500   5.746950000000E+03
       18600   5.806895000000E+03
       18700   5.812315000000E+03
       18800   5.818575000000E+03
       18900   5.835010000000E+03
       19000   5.894780000000E+03
       19100   5.905415000000E+03
       19200   5.996205000000E+03
       19300   6.027705000000E+03
       19400   6.015815000000E+03
       19500   6.070745000000E+03
       19600   6.073470000000E+03
       19700   6.038855000000E+03
       19800   6.020230000000E+03
       19900   6.003965000000E+03
       20000   6.062820000000E+03
       20100   6.064775000000E+03
       20200   6.075515000000E+03
       20300   6.111610000000E+03
       20400   6.137240000000E+03
       20500   6.197735000000E+03
       20600   6.233255000000E+03
       20700   6.290215000000E+03
       20800   6.345855000000E+03
       20900   6.419965000000E+03
       21000   6.432185000000E+03
       21100   6.463355000000E+03
       21200   6.536455000000E+03
       21300   6.578045000000E+03
       21400   6.565520000000E+03
       21500   6.466300000000E+03
       21600   6.524585000000E+03
       21700   6.556240000000E+03
       21800   6.584520000000E+03
       21900   6.659590000000E+03
       22000   6.668670000000E+03
       22100   6.718415000000E+03
       22200   6.776430000000E+03
       22300   6.822755000000E+03
       22400   6.842490000000E+03
       22500   6.848445000000E+03
       22600   6.762345000000E+03
       22700   6.780020000000E+03
       22800   6.817175000000E+03
       22900   6.827295000000E+03
       23000   6.791225000000E+03
       23100   6.786000000000E+03
       23200   6.916170000000E+03
       23300   6.878500000000E+03
       23400   6.868915000000E+03
       23500   6.937265000000E+03
       23600   6.973515000000E+03
       23700   6.979105000000E+03
       23800   7.003405000000E+03
       23900   7.034885000000E+03
       24000   7.046650000000E+03
       24100   7.059185000000E+03
       24200   7.106990000000E+03
       24300   7.133750000000E+03
       24400   7.193215000000E+03
       24500   7.249475000000E+03
       24600   7.305000000000E+03
       24700   7.378570000000E+03
       24800   7.456640000000E+03
       24900   7.491450000000E+03
       25000   7.547135000000E+03
       25100   7.606780000000E+03
       25200   7.645560000000E+03
       25300   7.752845000000E+03
       25400   7.837125000000E+03
       25500   7.844515000000E+03
       25600   7.976910000000E+03
       25700   8.088560000000E+03
       25800   8.123300000000E+03
       25900   8.093915000000E+03
       26000   8.086295000000E+03
       26100   8.184790000000E+03
       26200   8.239645000000E+03
       26300   8.215390000000E+03
       26400   8.257440000000E+03
       26500   8.182910000000E+03
       26600   8.212350000000E+03
       26700   8.193175000000E+03
       26800   8.279500000000E+03
       26900   8.317625000000E+03
       27000   8.378025000000E+03
       27100   8.388145000000E+03
       27200   8.418140000000E+03
       27300   8.482210000000E+03
       27400   8.478960000000E+03
       27500   8.534475000000E+03
       27600   8.556425000000E+03
       27700   8.542745000000E+03
       27800   8.578255000000E+03
       27900   8.642420000000E+03
       28000   8.656305000000E+03
       28100   8.736030000000E+03
       28200   8.721435000000E+03
       28300   8.786090000000E+03
       28400   8.735420000000E+03
       28500   8.752850000000E+03
       28600   8.829510000000E+03
       28700   9.008315000000E+03
       28800   8.990505000000E+03
       28900   9.065945000000E+03
       29000   9.112780000000E+03
       29100   9.165655000000E+03
       29200   9.237885000000E+03
       29300   9.275370000000E+03
       29400   9.321330000000E+03
       29500   9.257900000000E+03
       29600   9.402975000000E+03
       29700   9.439275000000E+03
       29800   9.393790000000E+03
       29900   9.461100000000E+03
       30000   9.557515000000E+03
       30100   9.526465000000E+03
       30200   9.586980000000E+03
       30300   9.618270000000E+03
       30400   9.588070000000E+03
       30500   9.585990000000E+03
       30600   9.653095000000E+03
       30700   9.674165000000E+03
       30800   9.780915000000E+03
       30900   9.758360000000E+03
       31000   9.846910000000E+03
       31100   9.964300000000E+03
       31200   1.006159500000E+04
       31300   1.017430000000E+04
       31400   1.018619500000E+04
       31500   1.014798500000E+04
       31600   1.013823000000E+04
       31700   1.022990000000E+04
       31800   1.025211500000E+04
       31900   1.025148500000E+04
       32000   1.037254000000E+04
       32100   1.032845500000E+04
       32200   1.037170500000E+04
       32300   1.039122000000E+04
       32400   1.042638500000E+04
       32500   1.043899500000E+04
       32600   1.042607500000E+04
       32700   1.043334000000E+04
       32800   1.056035500000E+04
       32900   1.058246000000E+04
       33000   1.069193000000E+04
       33100   1.080173000000E+04
       33200   1.079850500000E+04
       33300   1.082512500000E+04
       33400   1.086361000000E+04
       33500   1.089261000000E+04
       33600   1.098240000000E+04
       33700   1.109009500000E+04
       33800   1.096773000000E+04
       33900   1.103640000000E+04
       34000   1.096494000000E+04
       34100   1.093964000000E+04
       34200   1.107473500000E+04
       34300   1.110148000000E+04
       34400   1.112286000000E+04
       34500   1.108640000000E+04
